sq_mt_built,n_rooms,n_bathrooms,floor,house_type_id,is_renewal_needed,built_year,has_lift,is_exterior,has_parking,raw_address,buy_price,energy_certificate,age
120,3,2,6,HouseType 5: Áticos,1,0,1,1,0,Princesa,620000,en trámite,0
190,6,3,2,HouseType 1: Pisos,0,0,1,1,1,Calle de Meléndez Valdés,690000,en trámite,0
120,4,2,1,HouseType 1: Pisos,0,0,1,1,0,"Calle Garcilaso, 5",540000,E,0
127,3,2,3,HouseType 1: Pisos,1,1967,1,0,0,"Calle de Cristóbal Bordiú, 13",572000,E,57
342,6,4,4,HouseType 1: Pisos,1,0,1,1,0,no descrito,3000000,en trámite,0
30,1,1,4,HouseType 1: Pisos,0,0,1,0,0,no descrito,192000,en trámite,0
108,3,2,0,HouseType 1: Pisos,1,0,1,1,0,no descrito,479000,en trámite,0
150,2,2,1,HouseType 1: Pisos,0,0,1,1,0,no descrito,985000,no indicado,0
134,4,3,6,HouseType 1: Pisos,1,1973,1,1,0,no descrito,775000,en trámite,51
58,2,1,6,HouseType 1: Pisos,1,0,1,0,0,"Calle de Alenza, 5",320000,en trámite,0
104,3,2,1,HouseType 1: Pisos,1,1950,1,1,0,no descrito,479000,E,74
360,6,5,5,HouseType 1: Pisos,1,0,1,1,0,no descrito,2600000,en trámite,0
193,4,3,5,HouseType 1: Pisos,0,0,1,1,1,"Calle de Alonso Cano, 77",900000,no indicado,0
75,1,2,0,HouseType 1: Pisos,0,0,0,1,0,Castillo,310000,en trámite,0
80,2,2,4,HouseType 1: Pisos,0,0,1,1,0,"Calle de Juan de Austria, 26",475000,no indicado,0
145,3,2,3,HouseType 1: Pisos,0,0,1,1,0,"Avenida de la Reina Victoria, 17",559000,en trámite,0
136,3,2,0,HouseType 1: Pisos,0,0,0,0,0,"Calle Quesada, 3",598000,en trámite,0
220,4,3,6,HouseType 4: Dúplex,0,0,1,1,1,"Calle de Viriato, 38 bis",900000,G,0
122,3,2,3,HouseType 1: Pisos,0,0,1,1,1,"Calle de Andres Mellado, 61",695000,no indicado,0
118,1,2,5,HouseType 1: Pisos,0,1950,1,0,0,García de Paredes,685000,en trámite,74
40,1,1,4,HouseType 1: Pisos,0,0,0,0,0,"Calle de carranza, 4",257000,E,0
133,2,3,5,HouseType 5: Áticos,1,0,1,1,1,no descrito,1200000,en trámite,0
97,3,2,1,HouseType 1: Pisos,0,0,1,0,0,Calle de Modesto Lafuente,425000,no indicado,0
214,5,3,6,HouseType 1: Pisos,0,1960,1,1,0,no descrito,1125000,en trámite,64
170,4,2,1,HouseType 1: Pisos,0,1960,1,0,0,Calle de Gaztambide,950000,no indicado,64
160,5,2,5,HouseType 1: Pisos,1,1950,1,1,0,Calle de Fernando el Católico,625000,en trámite,74
76,3,1,1,HouseType 1: Pisos,0,0,1,1,0,Calle Donoso Cortés,349000,en trámite,0
120,3,2,2,HouseType 1: Pisos,0,0,1,1,0,Calle de Covarrubias,680000,en trámite,0
108,3,2,0,HouseType 1: Pisos,1,1950,1,0,0,no descrito,465000,en trámite,74
172,3,3,2,HouseType 1: Pisos,0,1950,0,0,0,no descrito,1599000,en trámite,74
253,4,3,1,HouseType 1: Pisos,0,1930,1,1,0,no descrito,1550000,en trámite,94
70,3,1,1,HouseType 1: Pisos,1,0,1,0,0,Calle Escosura,298000,en trámite,0
179,4,2,4,HouseType 1: Pisos,1,0,1,1,0,Calle de Carranza,798000,en trámite,0
170,4,3,3,HouseType 1: Pisos,1,0,1,1,0,Calle de Fernando el Católico,750000,en trámite,0
35,1,1,5,HouseType 1: Pisos,0,0,1,0,0,Hartzenbusch,190000,no indicado,0
101,3,2,3,HouseType 1: Pisos,0,0,1,1,0,no descrito,585000,en trámite,0
97,3,2,1,HouseType 1: Pisos,1,1950,1,1,0,Calle General Álvarez de Castro,485000,E,74
135,2,2,3,HouseType 1: Pisos,0,1940,1,1,0,no descrito,759500,no indicado,84
100,1,1,3,HouseType 1: Pisos,0,1995,1,1,1,Garcia de paredes,700000,en trámite,29
55,2,1,1,HouseType 1: Pisos,1,1930,0,0,0,Calle de Fernández de los Ríos,250000,en trámite,94
390,3,4,6,HouseType 4: Dúplex,0,1960,1,1,1,no descrito,2500000,C,64
52,1,1,1,HouseType 1: Pisos,0,1950,1,1,0,Calle de Cristóbal Bordiú,310000,E,74
144,4,2,3,HouseType 1: Pisos,1,1962,1,1,0,Calle de Guzmán el Bueno,695000,en trámite,62
56,3,1,3,HouseType 1: Pisos,0,0,1,0,0,Calle del Doctor Santero,199000,en trámite,0
142,5,2,7,HouseType 5: Áticos,1,0,1,1,0,"Calle Donoso Cortés, 70",595000,G,0
101,2,2,0,HouseType 1: Pisos,1,1955,0,1,0,"Calle Sotomayor, 6",437800,G,69
146,3,2,3,HouseType 1: Pisos,0,1935,1,1,0,"Calle García de Paredes, 64",980000,en trámite,89
120,3,1,1,HouseType 1: Pisos,0,0,1,1,0,Calle de Espronceda,520000,en trámite,0
250,8,4,3,HouseType 1: Pisos,1,1950,1,1,0,"Calle de Cea Bermúdez, 3",945000,B,74
36,1,1,4,HouseType 1: Pisos,0,1945,0,1,0,"Calle Quesada, 3",180000,en trámite,79
115,3,2,2,HouseType 1: Pisos,1,0,1,1,1,"Calle de Fortuny, 47",795000,en trámite,0
91,2,1,4,HouseType 1: Pisos,0,0,1,0,0,"Calle de Bravo Murillo, 53 F",505000,en trámite,0
38,1,1,3,HouseType 1: Pisos,0,1980,1,0,0,"Calle de Joaquín María López, 44",214700,E,44
90,2,2,3,HouseType 1: Pisos,0,1962,1,1,0,"Calle de Bretón de los Herreros, 56",505000,G,62
260,5,4,2,HouseType 1: Pisos,0,1979,1,1,1,"Calle de Zurbano, 59",1600000,no indicado,45
137,2,2,5,HouseType 1: Pisos,0,0,1,1,1,"Calle de García de Paredes, 55",875000,en trámite,0
70,2,2,5,HouseType 1: Pisos,0,0,1,1,0,Calle de Alonso Cano,480000,en trámite,0
199,7,2,5,HouseType 1: Pisos,0,0,1,1,0,"Calle de Maudes, 8",853000,no indicado,0
52,2,1,0,HouseType 1: Pisos,0,0,1,0,0,"Calle de Fernández de los Ríos, 69",290000,F,0
150,4,2,7,HouseType 1: Pisos,1,0,1,1,0,Avenida de la Reina Victoria,525000,no indicado,0
142,4,3,5,HouseType 1: Pisos,1,0,1,1,0,"Calle de Gaztambide, 16",749000,en trámite,0
68,3,1,2,HouseType 1: Pisos,0,0,1,1,0,"Calle María Panes, 9",360000,en trámite,0
110,3,2,4,HouseType 1: Pisos,0,0,1,1,0,"Calle de Bravo Murillo, 39 F",599000,en trámite,0
277,3,3,6,HouseType 5: Áticos,0,0,1,1,0,"Calle de Alberto Aguilera, 8",1700000,en trámite,0
87,3,2,1,HouseType 1: Pisos,0,1940,1,0,0,"Calle de Santa Engracia, 126",375000,E,84
449,5,5,3,HouseType 1: Pisos,0,0,1,1,1,"Calle de José Abascal, 38",2590000,en trámite,0
63,2,2,5,HouseType 1: Pisos,0,0,1,0,0,"Calle de Bretón de los Herreros, 9",398000,en trámite,0
190,4,3,3,HouseType 1: Pisos,0,0,1,1,1,"Calle de Guzmán el Bueno, 91",795000,no indicado,0
107,3,2,1,HouseType 1: Pisos,0,0,1,1,0,"Calle de Meléndez Valdés, 25",650000,no indicado,0
88,3,2,2,HouseType 1: Pisos,0,0,1,1,0,"Travesía Andrés Mellado, 5",460000,en trámite,0
340,5,3,5,HouseType 1: Pisos,1,0,1,1,0,Cea Bermudez,1395000,en trámite,0
50,1,1,0,HouseType 1: Pisos,0,0,1,0,0,"Calle de Fernández de la Hoz, 57",287000,en trámite,0
157,4,3,2,HouseType 1: Pisos,0,0,1,0,0,"Calle de Santa Engracia, 37",830000,E,0
450,5,4,1,HouseType 1: Pisos,1,1910,1,1,0,Urb. Almagro Prime,3500000,no indicado,114
78,4,2,3,HouseType 1: Pisos,0,0,1,1,0,no descrito,450000,no indicado,0
80,3,1,0,HouseType 1: Pisos,0,0,1,1,0,no descrito,365000,en trámite,0
80,2,1,3,HouseType 1: Pisos,0,0,1,1,0,"Calle de Covarrubias, 31",500000,en trámite,0
212,5,3,2,HouseType 1: Pisos,0,0,1,1,1,no descrito,960000,en trámite,0
157,3,2,2,HouseType 1: Pisos,0,0,1,1,0,"Calle de Covarrubias, 35",700000,en trámite,0
172,2,3,2,HouseType 1: Pisos,0,0,1,1,0,Calle de José Abascal,1599000,en trámite,0
172,3,3,2,HouseType 1: Pisos,0,0,1,1,0,no descrito,1599000,en trámite,0
217,3,2,3,HouseType 1: Pisos,0,0,1,1,0,no descrito,700000,en trámite,0
179,4,4,2,HouseType 1: Pisos,0,1960,1,1,0,no descrito,985000,en trámite,64
75,3,1,5,HouseType 1: Pisos,0,1919,1,1,0,Calle de Blasco de Garay,450000,E,105
170,3,2,1,HouseType 1: Pisos,0,1945,1,1,0,no descrito,1085000,B,79
398,5,4,3,HouseType 1: Pisos,0,0,1,1,0,no descrito,1700000,en trámite,0
50,1,1,2,HouseType 1: Pisos,0,0,1,0,0,"Calle de Santa Engracia, 109",280000,en trámite,0
90,2,1,1,HouseType 1: Pisos,0,1955,1,1,1,Calle de Bravo Murillo,430000,D,69
98,2,1,1,HouseType 1: Pisos,0,1995,1,1,0,Calle General Álvarez de Castro,482500,D,29
100,3,2,5,HouseType 1: Pisos,0,0,1,1,0,"Calle de Guzmán el Bueno, 37",660000,E,0
82,3,1,3,HouseType 1: Pisos,0,1978,1,1,0,Calle de Jordán,260000,en trámite,46
230,4,3,3,HouseType 1: Pisos,0,0,1,0,1,"Calle de Ponzano, 93",1250000,en trámite,0
123,4,2,0,HouseType 1: Pisos,1,0,1,1,0,"José Abascal, 28",575000,G,0
122,5,2,1,HouseType 1: Pisos,0,0,1,1,0,"Calle de Ríos Rosas, 48",595000,E,0
145,4,2,4,HouseType 1: Pisos,0,0,1,1,0,"Calle de Lucio del Valle, 19",726000,no indicado,0
92,3,2,1,HouseType 1: Pisos,0,0,1,0,0,Lucio del Valle,450000,en trámite,0
42,1,1,-1,HouseType 1: Pisos,0,1925,0,0,0,Ponce de León,195000,B,99
38,1,1,1,HouseType 1: Pisos,0,1944,1,0,0,Calle de Guzmán el Bueno,250000,B,80
172,2,3,2,HouseType 1: Pisos,0,0,1,1,0,Calle de José Abascal,1599000,D,0
67,2,2,1,HouseType 1: Pisos,0,0,0,0,0,no descrito,550000,A,0
146,4,2,3,HouseType 1: Pisos,0,1989,1,1,0,no descrito,500000,en trámite,35
350,4,5,2,HouseType 1: Pisos,0,0,1,1,1,Urb. Almagro Prime,2800000,no indicado,0
330,3,5,6,HouseType 1: Pisos,0,0,1,1,1,Urb. Almagro Prime,2800000,no indicado,0
143,4,2,5,HouseType 1: Pisos,0,1950,1,1,0,Calle de la Princesa,625000,en trámite,74
340,4,3,3,HouseType 1: Pisos,1,1928,1,1,0,no descrito,1750000,en trámite,96
65,1,1,7,HouseType 1: Pisos,0,0,1,1,0,Plaza del Descubridor Diego de Ordás,420000,en trámite,0
339,4,3,7,HouseType 1: Pisos,0,1967,1,1,1,Jose Abascal,1850000,en trámite,57
265,5,4,4,HouseType 1: Pisos,0,0,1,1,1,Calle de Miguel Ángel,1800000,en trámite,0
145,3,2,3,HouseType 1: Pisos,0,0,1,1,0,Calle de Santa Engracia,695000,E,0
328,5,4,2,HouseType 1: Pisos,1,1951,1,1,0,GARCIA DE PAREDES,2150000,en trámite,73
325,4,4,2,HouseType 1: Pisos,1,1951,1,1,0,Calle García de Paredes,2180000,en trámite,73
198,4,2,6,HouseType 5: Áticos,1,0,1,1,1,Calle de Andres Mellado,1250000,G,0
70,2,2,1,HouseType 1: Pisos,0,0,1,1,0,Monteleon,550000,en trámite,0
198,4,2,6,HouseType 5: Áticos,1,1968,1,1,1,Calle de Andres Mellado,1250000,en trámite,56
325,4,4,2,HouseType 1: Pisos,1,1951,1,1,0,Calle de García de Paredes,1998000,en trámite,73
132,4,2,4,HouseType 1: Pisos,0,1956,1,1,1,Calle de Guzmán el Bueno,595000,en trámite,68
228,4,3,6,HouseType 1: Pisos,0,1956,1,0,0,Calle Hilarión Eslava,900000,en trámite,68
152,3,2,1,HouseType 1: Pisos,0,1925,1,1,0,Calle de Andres Mellado,589990,en trámite,99
233,3,2,3,HouseType 1: Pisos,0,0,1,1,1,"Calle del Monte Esquinza, Madrid",1995000,en trámite,0
150,5,2,6,HouseType 1: Pisos,1,0,1,0,0,"Fernando el catolico, 10",560000,en trámite,0
343,4,4,1,HouseType 1: Pisos,0,0,1,1,1,no descrito,2800000,no indicado,0
210,2,3,2,HouseType 1: Pisos,0,0,1,1,0,Calle abascal,1599000,A,0
122,4,2,1,HouseType 1: Pisos,0,0,1,1,0,no descrito,625000,en trámite,0
110,3,2,5,HouseType 1: Pisos,0,0,1,1,0,no descrito,625000,en trámite,0
210,3,3,3,HouseType 1: Pisos,0,0,1,1,1,no descrito,1250000,D,0
372,4,5,3,HouseType 1: Pisos,0,1960,1,1,1,no descrito,1900000,en trámite,64
30,2,1,2,HouseType 1: Pisos,0,0,0,0,0,Calle DE BRAVO MURILLO,225000,en trámite,0
171,4,2,6,HouseType 1: Pisos,0,1971,1,1,0,Calle Joaquin Maria Lopez,670000,D,53
177,3,3,3,HouseType 1: Pisos,0,1953,1,0,0,"Calle Zurbano, 98",950000,B,71
212,4,2,3,HouseType 1: Pisos,1,0,1,1,1,no descrito,795000,en trámite,0
172,2,4,2,HouseType 1: Pisos,0,1950,1,1,0,no descrito,1599000,C,74
80,2,1,2,HouseType 1: Pisos,0,0,0,0,0,Calle de Fernández de los Ríos,449500,en trámite,0
125,3,2,3,HouseType 1: Pisos,1,0,1,1,0,Calle Santa Feliciana,798000,en trámite,0
51,2,1,-1,HouseType 1: Pisos,0,0,1,0,0,"Calle de Andres Mellado, 11",280000,en trámite,0
144,2,2,5,HouseType 1: Pisos,1,1935,1,1,0,"gaztambide, 21",595000,en trámite,89
35,1,1,0,HouseType 1: Pisos,0,1940,0,0,0,Calle de María de Guzmán,179000,en trámite,84
96,2,2,3,HouseType 1: Pisos,0,1981,1,1,0,"Calle de Hartzenbusch, 28010",605000,D,43
182,4,2,5,HouseType 1: Pisos,1,0,1,1,0,Calle de Fernando el Católico,745000,en trámite,0
350,6,3,5,HouseType 1: Pisos,0,0,1,1,1,Calle de Cea Bermúdez,1395000,en trámite,0
43,1,1,3,HouseType 1: Pisos,0,1931,1,0,0,Calle de Espronceda,255000,en trámite,93
61,2,1,1,HouseType 1: Pisos,0,0,1,0,0,Calle de José Abascal,495000,no indicado,0
93,2,2,4,HouseType 1: Pisos,0,0,1,1,1,Calle de García de Paredes,560000,B,0
210,2,3,2,HouseType 1: Pisos,0,0,1,1,0,Calle de José Abascal,1599000,en trámite,0
316,2,2,2,HouseType 1: Pisos,0,2003,1,1,0,Calle del General Arrando,1950000,en trámite,21
147,4,3,5,HouseType 1: Pisos,1,1950,1,0,0,no descrito,509000,en trámite,74
85,3,1,5,HouseType 1: Pisos,0,0,1,0,0,Calle de Santa Engracia,460000,en trámite,0
122,3,2,3,HouseType 1: Pisos,0,2019,1,1,1,"Calle de Medellín, Madrid, 1",900000,B,5
281,3,3,6,HouseType 5: Áticos,0,2020,1,1,1,"MEDELLIN, 1",1750000,B,4
205,5,2,3,HouseType 1: Pisos,1,0,1,0,0,Paseo del General Martínez Campos,1100000,D,0
115,3,1,3,HouseType 1: Pisos,0,1950,1,1,0,Calle de Galileo,550000,C,74
210,3,4,2,HouseType 1: Pisos,0,0,1,1,0,Calle de José Abascal,1599000,C,0
78,2,2,1,HouseType 1: Pisos,0,0,1,0,0,no descrito,490000,G,0
320,5,3,1,HouseType 1: Pisos,1,1928,1,1,0,Calle de Fortuny,2300000,en trámite,96
118,2,2,6,HouseType 5: Áticos,0,0,1,1,0,Calle de Guzmán el Bueno,775000,en trámite,0
176,4,2,1,HouseType 1: Pisos,0,0,1,1,1,Calle de Fernández de los Ríos,680000,en trámite,0
287,4,4,5,HouseType 1: Pisos,0,1953,1,1,0,"zurbano, 100",2000000,B,71
279,5,5,1,HouseType 1: Pisos,0,1978,1,1,1,Calle de Julián Romea,1500000,B,46
105,4,1,1,HouseType 1: Pisos,0,0,1,1,0,Fernando el Católico,465000,A,0
183,2,2,2,HouseType 1: Pisos,0,1910,1,1,0,no descrito,1210000,en trámite,114
141,1,1,0,HouseType 1: Pisos,0,0,1,1,0,no descrito,350000,D,0
150,3,2,6,HouseType 5: Áticos,0,0,1,1,1,no descrito,1100000,A,0
305,3,3,3,HouseType 1: Pisos,0,0,1,1,1,no descrito,2100000,A,0
67,2,2,1,HouseType 1: Pisos,0,0,1,1,0,no descrito,560000,en trámite,0
90,2,1,1,HouseType 1: Pisos,0,0,0,1,1,Calle de Bravo Murillo,430000,en trámite,0
190,3,2,7,HouseType 5: Áticos,0,1970,1,1,1,BLASCO DE GARAY,890000,en trámite,54
121,3,2,4,HouseType 1: Pisos,0,1965,1,1,0,Calle de Bravo Murillo,639000,en trámite,59
142,2,2,1,HouseType 1: Pisos,0,0,1,1,0,Calle de Covarrubias,765000,no indicado,0
305,3,4,5,HouseType 5: Áticos,0,1947,1,1,0,no descrito,1690000,en trámite,77
340,4,5,2,HouseType 1: Pisos,0,0,1,1,1,no descrito,2145000,en trámite,0
485,6,6,1,HouseType 1: Pisos,1,0,1,1,1,no descrito,2950000,en trámite,0
305,3,4,5,HouseType 5: Áticos,0,1945,1,1,0,no descrito,1690000,en trámite,79
340,4,5,2,HouseType 1: Pisos,0,0,1,1,1,no descrito,2145000,en trámite,0
235,3,3,6,HouseType 5: Áticos,0,0,1,1,0,no descrito,2300000,en trámite,0
260,3,3,4,HouseType 1: Pisos,0,2019,1,0,1,no descrito,1995000,en trámite,5
215,4,3,2,HouseType 1: Pisos,0,1970,1,0,1,no descrito,960000,en trámite,54
120,2,2,1,HouseType 1: Pisos,1,2016,1,1,0,no descrito,850000,en trámite,8
200,3,2,8,HouseType 5: Áticos,0,0,1,1,1,no descrito,1250000,en trámite,0
300,5,5,3,HouseType 1: Pisos,0,1940,1,1,0,no descrito,2400000,en trámite,84
115,4,2,5,HouseType 1: Pisos,1,1942,1,1,0,no descrito,585000,en trámite,82
260,3,3,4,HouseType 1: Pisos,0,2018,1,1,1,no descrito,1940000,en trámite,6
146,3,3,1,HouseType 4: Dúplex,0,0,1,0,0,no descrito,895000,en trámite,0
373,4,4,2,HouseType 1: Pisos,0,0,1,1,0,no descrito,3800000,en trámite,0
260,3,3,4,HouseType 1: Pisos,0,0,1,1,1,"Calle Alfonso X, 4",1940000,en trámite,0
335,3,3,5,HouseType 1: Pisos,0,0,1,1,1,"Calle Alfonso X, 4",2695000,en trámite,0
204,4,3,1,HouseType 1: Pisos,1,1991,1,1,0,"Calle del Cardenal Cisneros, 86",725000,en trámite,33
124,4,2,0,HouseType 1: Pisos,0,1947,1,0,0,Calle Donoso Cortés,480000,en trámite,77
115,3,2,1,HouseType 1: Pisos,0,0,1,1,0,Calle Alburquerque,500000,en trámite,0
237,9,2,2,HouseType 1: Pisos,1,1940,1,0,0,Calle del Marqués del Riscal,1300000,en trámite,84
91,1,1,0,HouseType 1: Pisos,1,1939,1,1,0,Calle de Covarrubias,350000,en trámite,85
91,3,2,4,HouseType 1: Pisos,0,0,1,1,0,Calle de Joaquín María López,595000,E,0
88,2,2,6,HouseType 1: Pisos,0,0,1,1,0,Calle de Guzmán el Bueno,575000,E,0
130,3,2,6,HouseType 1: Pisos,0,0,1,1,1,Bravo Murillo,789000,en trámite,0
170,4,3,4,HouseType 1: Pisos,0,0,1,1,1,Avenida FILIPINAS,799000,en trámite,0
82,3,1,1,HouseType 1: Pisos,1,1953,1,1,0,"Calle de Bravo Murillo, 39",399000,E,71
31,2,1,2,HouseType 1: Pisos,0,1980,0,1,0,Calle de Bravo Murillo,225000,en trámite,44
83,2,2,1,HouseType 1: Pisos,1,1935,0,1,0,Calle Virtudes,450000,en trámite,89
60,2,1,5,HouseType 1: Pisos,0,0,1,0,0,"Calle Escosura, 21",375000,en trámite,0
220,4,3,4,HouseType 1: Pisos,0,2017,1,1,0,"Paseo de San Francisco de Sales, 5",960000,en trámite,7
121,3,2,1,HouseType 1: Pisos,0,0,1,1,0,no descrito,625000,E,0
74,2,2,3,HouseType 1: Pisos,0,0,1,0,0,"Calle Donoso Cortés, 11",445000,no indicado,0
80,2,1,0,HouseType 1: Pisos,0,0,1,1,0,"Calle de Bravo Murillo, 37",449000,en trámite,0
106,4,2,4,HouseType 1: Pisos,0,0,1,1,0,"Calle de Andres Mellado, 92",550000,en trámite,0
360,6,3,5,HouseType 1: Pisos,0,0,1,1,1,Calle de Cea Bermúdez,1390000,en trámite,0
61,2,1,0,HouseType 1: Pisos,0,0,1,1,0,Calle de Eguilaz,231000,C,0
165,5,3,5,HouseType 1: Pisos,1,1968,1,1,1,Calle de Gaztambide,690000,F,56
66,2,1,4,HouseType 1: Pisos,0,1950,0,0,0,Calle Eloy Gonzalo IGLESIA,305000,en trámite,74
40,1,1,-1,HouseType 1: Pisos,0,0,1,1,0,PONCE DE LEON,160000,en trámite,0
94,3,2,9,HouseType 5: Áticos,0,1970,1,1,1,Calle Hilarión Eslava,635000,en trámite,54
131,4,3,3,HouseType 1: Pisos,0,1978,1,0,0,Calle de Jordán,660000,en trámite,46
186,4,2,1,HouseType 1: Pisos,1,1961,1,1,0,Calle de Rodríguez San Pedro,665000,en trámite,63
439,5,6,1,HouseType 1: Pisos,0,1956,1,1,0,Calle de Cea Bermúdez,1950000,C,68
210,2,3,2,HouseType 1: Pisos,0,0,1,1,0,"Calle de José Abascal, Madrid",1599000,en trámite,0
330,4,4,1,HouseType 1: Pisos,0,1955,1,1,1,"Calle de García de Paredes, Almagro, Chamberí",2300000,B,69
35,1,1,2,HouseType 1: Pisos,0,0,0,0,0,"Calle María de Guzmán, 38",210000,no indicado,0
210,3,3,2,HouseType 1: Pisos,0,1950,1,1,0,no descrito,1599000,C,74
152,3,2,1,HouseType 1: Pisos,1,1962,1,0,0,gaztambide,575000,en trámite,62
198,3,3,2,HouseType 1: Pisos,0,0,1,1,0,"Paseo del General Martínez Campos, 9",1550000,no indicado,0
186,3,3,2,HouseType 1: Pisos,0,1935,1,1,1,Urb. Almagro Prime,1700000,no indicado,89
199,4,4,6,HouseType 1: Pisos,0,0,1,1,0,"Calle Breton de los Herreros, 44",1796000,no indicado,0
156,3,3,5,HouseType 1: Pisos,0,0,1,1,0,"Calle Breton de los Herreros, 44",1389000,no indicado,0
156,3,3,4,HouseType 1: Pisos,0,0,1,1,0,"Calle Breton de los Herreros, 44",1357000,no indicado,0
64,1,1,1,HouseType 1: Pisos,0,0,1,1,0,"Calle Manuel González Longoria, 10",495000,no indicado,0
301,4,4,2,HouseType 1: Pisos,0,1890,1,1,0,no descrito,2250000,en trámite,134
360,4,5,2,HouseType 1: Pisos,1,0,1,1,1,no descrito,3000000,en trámite,0
442,5,4,1,HouseType 1: Pisos,1,0,1,1,1,Urb. Almagro Prime,2200000,no indicado,0
400,4,3,1,HouseType 1: Pisos,0,0,1,1,1,no descrito,2200000,no indicado,0
197,3,4,2,HouseType 1: Pisos,0,2014,1,1,1,Urb. Almagro Prime,1790000,no indicado,10
355,5,5,3,HouseType 1: Pisos,0,0,1,1,1,Urb. Almagro,1995000,no indicado,0
50,1,1,4,HouseType 1: Pisos,0,0,1,0,0,Calle de Fernández de los Ríos,340000,en trámite,0
160,2,3,7,HouseType 5: Áticos,0,0,1,1,0,Calle de Zurbano,1425000,B,0
104,2,2,2,HouseType 1: Pisos,0,0,1,1,0,Calle de Bretón de los Herreros s/n,600000,en trámite,0
301,4,4,2,HouseType 1: Pisos,0,0,1,1,0,Glorieta Rubén Darío s/n,2250000,en trámite,0
322,4,3,1,HouseType 1: Pisos,0,0,1,1,1,Calle de García de Paredes s/n,2290000,en trámite,0
100,3,2,7,HouseType 5: Áticos,0,0,1,1,0,"Calle de Ríos Rosas, 29",759000,en trámite,0
52,2,1,3,HouseType 1: Pisos,0,1945,1,0,0,FERNANDEZ DE LOS RIOS,279000,D,79
119,3,2,3,HouseType 1: Pisos,0,0,1,1,0,"Avenida DE REINA VICTORIA, 43",539000,E,0
67,2,2,1,HouseType 1: Pisos,0,0,1,1,0,"MONTELEON, 52",550000,A,0
170,4,3,5,HouseType 1: Pisos,0,1955,1,1,0,Calle de Fernández de los Ríos,850000,en trámite,69
47,2,1,1,HouseType 1: Pisos,1,1940,0,0,0,Calle de Fernando el Católico,226000,G,84
200,4,2,2,HouseType 1: Pisos,0,0,1,1,0,Glorieta de Quevedo,980000,en trámite,0
260,4,3,1,HouseType 1: Pisos,0,0,1,0,1,Calle de Vallehermoso,1215000,en trámite,0
77,3,1,5,HouseType 1: Pisos,1,0,1,0,0,Avenida de la Reina Victoria,360000,D,0
122,3,2,2,HouseType 1: Pisos,0,0,1,1,0,Juan de Austria,720000,C,0
109,5,1,1,HouseType 1: Pisos,0,1900,0,0,0,"Calle de Fernández de los Ríos, 8",590000,E,124
57,1,1,1,HouseType 1: Pisos,0,0,1,1,0,"Jordán, 8",395000,D,0
52,1,1,5,HouseType 1: Pisos,0,0,1,0,0,"Calle de Santa Engracia, 163",299000,E,0
65,2,2,2,HouseType 1: Pisos,0,1928,1,0,0,no descrito,410000,E,96
95,2,2,4,HouseType 1: Pisos,0,0,1,1,1,"Calle Francisco de Ricci , 13",804234,B,0
95,2,2,2,HouseType 1: Pisos,0,0,1,1,1,"Calle Francisco de Ricci , 13",736060,B,0
101,2,2,3,HouseType 1: Pisos,0,0,1,1,1,"Calle Francisco de Ricci , 13",815811,B,0
95,2,2,4,HouseType 1: Pisos,0,0,1,1,1,"Calle Francisco de Ricci , 13",803529,B,0
111,3,2,3,HouseType 1: Pisos,0,0,1,1,1,"Calle Francisco de Ricci , 13",895258,B,0
111,3,2,2,HouseType 1: Pisos,0,0,1,1,1,"Calle Francisco de Ricci , 13",883547,B,0
107,2,2,1,HouseType 1: Pisos,0,0,1,1,1,"Calle Francisco de Ricci , 13",788717,B,0
129,3,2,1,HouseType 1: Pisos,0,0,1,1,1,"Calle Francisco de Ricci , 13",939593,B,0
128,3,2,0,HouseType 1: Pisos,0,0,1,1,1,"Calle Francisco de Ricci , 13",968650,B,0
107,2,2,2,HouseType 1: Pisos,0,0,1,1,0,"Calle Medellin, 3",750000,B,0
65,1,1,1,HouseType 1: Pisos,0,0,1,1,0,"Calle Medellin, 3",460000,B,0
75,2,1,6,HouseType 5: Áticos,0,0,1,1,0,"Calle Medellin, 3",810000,B,0
100,2,2,6,HouseType 5: Áticos,0,0,1,1,0,"Calle Medellin, 3",990000,B,0
107,2,2,5,HouseType 1: Pisos,0,0,1,1,0,"Calle Medellin, 3",780000,B,0
65,1,1,5,HouseType 1: Pisos,0,0,1,1,0,"Calle Medellin, 3",500000,B,0
57,1,1,1,HouseType 1: Pisos,0,0,1,1,0,"Calle Medellin, 3",400000,B,0
57,1,1,5,HouseType 1: Pisos,0,0,1,1,0,"Calle Medellin, 3",440000,B,0
23,1,1,2,HouseType 1: Pisos,0,0,1,0,0,"Calle de Gonzalo de Córdoba, 7",160000,E,0
125,3,2,3,HouseType 1: Pisos,1,0,1,1,0,Calle Santa Feliciana,798000,en trámite,0
125,3,2,3,HouseType 1: Pisos,0,0,1,1,0,Calle Santa Feliciana,798000,en trámite,0
44,2,1,4,HouseType 1: Pisos,0,0,1,0,0,"Calle de Andres Mellado, 20",245000,B,0
85,3,1,1,HouseType 1: Pisos,0,1950,1,0,0,Calle de Santa Engracia,429000,en trámite,74
63,1,1,1,HouseType 1: Pisos,0,1928,1,0,0,"Calle Eloy Gonzalo, 21",295000,en trámite,96
